id,service,feature,support_status,limitation_type,condition,details,environment,region,sku_tier,auth_mode,network_mode,source_type,source_url,source_title,quote,workaround,confidence,first_seen,last_seen
AZL-0072,Azure Kubernetes Service,Large container image pull,known_issue,behavior,,Images 1 TiB or more might fail to pull due to lack of node disk space.,,,,,,learn_docs,https://learn.microsoft.com/en-us/azure/aks/quotas-skus-regions,"Limits for resources, SKUs, and regions in Azure Kubernetes Service (AKS)","When a container image is large (1 TiB or more), kubelet might not be able to pull it ... due to lack of disk space.",,high,2026-06-05,2026-06-05
AZL-0073,Azure Kubernetes Service,Cluster upgrade resource consumption,known_issue,behavior,,Upgrade temporarily consumes extra IPs/vCPU quota; fails if insufficient.,,,,,,learn_docs,https://learn.microsoft.com/en-us/azure/aks/quotas-skus-regions,"Limits for resources, SKUs, and regions in Azure Kubernetes Service (AKS)","If you don't have the available IP address space or vCPU quota to handle these temporary resources, the cluster upgrade process fails.",,high,2026-06-05,2026-06-05
AZL-0074,Azure Functions,HTTP-trigger response max time,supported,behavior,,"230 seconds max for an HTTP-triggered function to respond, regardless of app timeout.",,,,,,learn_docs,https://learn.microsoft.com/en-us/azure/azure-functions/functions-scale,Azure Functions Scale and Hosting,230 seconds is the maximum amount of time that an HTTP triggered function can take to respond to a request.,,high,2026-06-05,2026-06-05
AZL-0075,Azure Functions,Consumption plan timeout,supported,quota_limit,,"Default 5 min, max 10 min.",,,Consumption,,,learn_docs,https://learn.microsoft.com/en-us/azure/azure-functions/functions-scale,Azure Functions Scale and Hosting,Consumption plan | 5 | 10,,high,2026-06-05,2026-06-05
AZL-0076,Azure Functions,Windows support (Flex Consumption),not_supported,platform_restriction,,Flex Consumption only supports Linux.,,,Flex Consumption,,,learn_docs,https://learn.microsoft.com/en-us/azure/azure-functions/functions-scale,Azure Functions Scale and Hosting,Flex Consumption plans currently only support Linux.,,high,2026-06-05,2026-06-05
AZL-0077,Azure Functions,Container support (Flex Consumption / Consumption),not_supported,feature_gap,,Containers not supported; code-only.,,,Flex Consumption / Consumption,,,learn_docs,https://learn.microsoft.com/en-us/azure/azure-functions/functions-scale,Azure Functions Scale and Hosting,Flex Consumption plan | Code-only Container (not supported),,high,2026-06-05,2026-06-05
AZL-0078,Azure Functions,Windows containers,not_supported,feature_gap,,Azure Functions doesn't currently support Windows containers.,,,,,,learn_docs,https://learn.microsoft.com/en-us/azure/azure-functions/functions-scale,Azure Functions Scale and Hosting,Azure Functions doesn't currently support Windows containers.,,high,2026-06-05,2026-06-05
AZL-0079,Azure Functions,VNet integration / private endpoints (Consumption),not_supported,network_restriction,,"Consumption plan does not support inbound private endpoints, service endpoints, or outbound VNet integration.",,,Consumption,,,learn_docs,https://learn.microsoft.com/en-us/azure/azure-functions/functions-scale,Azure Functions Scale and Hosting,Private endpoints (inbound) ... Consumption ... not supported,,high,2026-06-05,2026-06-05
AZL-0080,Azure Functions,Linux Consumption plan retirement,retired,lifecycle,,Linux Consumption hosting retires 30 September 2028; v3 runtime stops after 30 Sept 2026.,,,Consumption (Linux),,,learn_docs,https://learn.microsoft.com/en-us/azure/azure-functions/functions-scale,Azure Functions Scale and Hosting,The option to host function apps on Linux in a Consumption plan is retiring on 30 September 2028.,,high,2026-06-05,2026-06-05
AZL-0081,Azure Functions,Consumption plan scale-out rate (Linux),supported,quota_limit,,Limit of 500 instances per subscription per hour.,,,Consumption (Linux),,,learn_docs,https://learn.microsoft.com/en-us/azure/azure-functions/functions-scale,Azure Functions Scale and Hosting,there's currently a limit of 500 instances per subscription per hour for Linux apps on a Consumption plan.,,high,2026-06-05,2026-06-05
AZL-0082,Azure Functions,Flex Consumption certificate support,preview,preview_only,,Certificate support currently in preview.,,,Flex Consumption,,,learn_docs,https://learn.microsoft.com/en-us/azure/azure-functions/functions-scale,Azure Functions Scale and Hosting,Flex Consumption certificate support is currently in preview.,,high,2026-06-05,2026-06-05
AZL-0083,Azure Local,Unintended VM deletion (v2601+),known_issue,behavior,,"A platform component may misclassify VMs during routine operations, causing unintended deletion.",on-premises / Arc,,,,,github_docs_repo,https://github.com/MicrosoftDocs/azure-stack-docs/blob/main/azure-local/known-issues.md,Known issues in Azure Local,Instances of Azure Local version 2601 and later might experience unintended virtual machine deletion when a platform component incorrectly classifies virtual machines during routine system operations.,Update the MOC component via the Remediation Support Tool.,high,2026-06-05,2026-06-05
AZL-0084,Azure Local,az stack-hci-vm stop (CLI 1.14.x),known_issue,tooling,,Command fails against clusters running versions prior to 2604.,on-premises / Arc,,,,,github_docs_repo,https://github.com/MicrosoftDocs/azure-stack-docs/blob/main/azure-local/known-issues.md,Known issues in Azure Local,The az stack-hci-vm stop command fails when using CLI version 1.14.x against clusters running versions prior to 2604.,"Include --skip-shutdown, or downgrade to CLI 1.13.0 or earlier.",high,2026-06-05,2026-06-05
AZL-0085,Azure Local,Registry restore via RegBack,not_supported,operation_restriction,,Restoring the registry by using RegBack isn't supported; can corrupt LCM/MOC settings.,on-premises / Arc,,,,,github_docs_repo,https://github.com/MicrosoftDocs/azure-stack-docs/blob/main/azure-local/known-issues.md,Known issues in Azure Local,Restoring the registry by using RegBack isn't supported on Azure Local.,,high,2026-06-05,2026-06-05
AZL-0086,Azure Local,Exported Azure VM OS disk as VHD for gallery image,not_supported,operation_restriction,,Using an exported Azure VM OS disk as a VHD to create a gallery image isn't supported.,on-premises / Arc,,,,,github_docs_repo,https://github.com/MicrosoftDocs/azure-stack-docs/blob/main/azure-local/known-issues.md,Known issues in Azure Local,Using an exported Azure VM OS disk as a VHD to create a gallery image for provisioning an Azure Local VM isn't supported.,,high,2026-06-05,2026-06-05
AZL-0087,Azure Local,Defender Restrict App Execution during operations,known_issue,compatibility,,Defender for Endpoint with Restrict App Execution enabled can break Update/Repair operations.,on-premises / Arc,,,,,github_docs_repo,https://github.com/MicrosoftDocs/azure-stack-docs/blob/main/azure-local/known-issues.md,Known issues in Azure Local,Azure Local might face an issue during normal operations ... while using Defender for Endpoint and when the Restrict App Execution setting is enabled,Disable Restrict App Execution and reboot; open a support case if it persists.,high,2026-06-05,2026-06-05
AZL-0088,Azure Container Apps,Outbound public IP not guaranteed,known_issue,behavior,,Outbound IPs aren't guaranteed and may change over time. NAT gateway/proxy for outbound traffic only supported on workload profile environment.,,,,,outbound,github_repo_issue,https://github.com/microsoft/azure-container-apps/issues/801,Container App/Container App Environment outbound IP limitations,Outbound IPs aren't guaranteed and may change over time. Using a NAT gateway or other proxy for outbound traffic from a Container App environment is only supported on the workload profile environment.,Use a workload profile environment with NAT gateway for a stable outbound IP.,medium,2026-06-05,2026-06-05
AZL-0089,Azure Container Apps,Static (reserved) public egress IP,not_supported,feature_gap,,"Cannot assign a purchased static IP to the ACA environment egress; outbound IP is dynamic. Open feature request (labels: enhancement, Networking).",,,,,outbound,github_repo_issue,https://github.com/microsoft/azure-container-apps/issues/611,Feature Request: Binding to Static (reserved) Public IP Address,Outbound IP is dynamic ... ACA should be able to easily assign a purchased static IP address to an ACE,Use NAT gateway on a workload profile environment.,medium,2026-06-05,2026-06-05
AZL-0090,Azure Container Apps,tokenStore documented but not supported,known_issue,behavior,,"tokenStore is documented but reported as not functioning (labels: bug, CLI).",,,,,,github_repo_issue,https://github.com/microsoft/azure-container-apps/issues/488,ContainerApps: tokenStore is documented but not supported,ContainerApps: tokenStore is documented but not supported?!,,medium,2026-06-05,2026-06-05
AZL-0091,Azure Container Apps,OpenTelemetry metrics in App Insights,not_supported,feature_gap,,"OpenTelemetry metrics are not supported in Application Insights (labels: enhancement, observability).",,,,,,github_repo_issue,https://github.com/microsoft/azure-container-apps/issues/1151,Opentelemetry metrics are not supported in AppInsights,Opentelemetry metrics are not supported in AppInsights,,medium,2026-06-05,2026-06-05
AZL-0092,Azure Container Registry,credentialSets UserAssigned identity,not_supported,feature_gap,,"credentialSets resource does not support UserAssigned identity; only SystemAssigned is supported (labels: feature-request, triaged).",,,,SystemAssigned only,,github_repo_issue,https://github.com/Azure/acr/issues/790,credentialSets does not support creation of 'UserAssigned' resource identity,Resource type 'Microsoft.ContainerRegistry/registries/credentialSets' does not support creation of 'UserAssigned' resource identity. The supported types are 'SystemAssigned',Use a SystemAssigned identity.,medium,2026-06-05,2026-06-05
AZL-0093,Azure Container Registry,Anonymous pull (repository-scoped),support_ticket_required,gated,,"Anonymous pull is supported today only by opening a support ticket, and only for the entire registry. Repository-scoped anonymous pull is gated / under investigation (labels: feature-request, triaged, roadmap).",,,,,,github_repo_issue,https://github.com/Azure/acr/issues/381,Roadmap: Anonymous Pull,"Anonymous Pull is supported today, by opening a support ticket. This is currently gated as we currently support anonymous for the entire registry.",Open a support ticket to enable registry-wide anonymous pull.,medium,2026-06-05,2026-06-05
